THE PINACOL-PINACOLONE MOLECULAR REARRANGEMENT: I. THE REARRANGEMENT OF PINACOL AND TETRAMETHYL EHTYLENE AND CHLOROHYDRIN. II. THE REARRANGEMENT OF B-AMINOTETRAMETHYL ETHANOL,"['ADAMS, KENNETH HOWARD']",1,1932,['Organic chemistry'],['Organic chemistry'],['Pure sciences'],,,
ON THE MUSCULAR ACTIVITY OF THE COLON IN THE DOG,"['LAWSON, HAMPDEN CLISBY']",0,1932,['Physiology'],"['Anatomy & physiology', 'Animals']",['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,PHYSIOLOGY
SAMUEL KIRKLAND'S MISSION TO THE IROQUOIS,"['LENNOX, HERBERT JOHN']",284,1932,['Religious history'],['Religious congregations'],['Social sciences'],,,
I. The Photochemical Polymerization of Cyanogen. II. The Diffusion of Gases Through Fused Quartz,"['Liu, Sheng-Ts'ai']",15,1932,['Chemistry'],['Chemistry'],['Pure sciences'],,,
THE HISTORY OF WORDS PERTAINING TO CERTAIN CRAFTS IN THE PRINCIPAL INDO-EUROPEAN LANGUAGES,"['LUND, JOHANNES J.']",59,1932,['Language'],['Language'],"['Language, literature and linguistics']",,,
"LOUISIANA IN FRENCH DIPLOMACY, 1759-1804","['LYON, ELIJAH WILSON']",221,1932,['American history'],['American history'],['Social sciences'],,,
The Variation of the Heats of Dilution of Sodium Chloride Solutions With Temperature,"['MACHIN, JAMES STEWART']",1,1932,"['Inorganic chemistry', 'Chemistry']","['Chemistry', 'Inorganic chemistry']",['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,CHEMISTRY
EARLY METHODISM IN UPPER CANADA (ONTARIO),"['MAINE, STAR FLOYD']",222,1932,['Religious history'],['Religious congregations'],['Social sciences'],,,
"A STUDY OF INTERACTION OF CYANOGEN BROMIDE AND UNSATURATED COMPOUNDS, ESPECIALLY OF THE ENOLIC TYPE","['MAIZEL, BENJAMIN LEO']",47,1932,['Organic chemistry'],['Organic chemistry'],['Pure sciences'],,,
AN APPROACH TO A CURRICULUM OF RELIGIOUS EDUCATION FOR A REFORM JEWISH COMMUNITY IN THE MIDDLE WEST,"['MARKOWITZ, SAMUEL HARRISON']",197,1932,['Religious education'],['Religious education'],['Education'],,THE GRADUATE DIVINITY SCHOOL,PRACTICAL THEOLOGY
THE PEOPLE'S PARTY IN TEXAS. A STUDY IN THIRD PARTY POLITICS,"['MARTIN, ROSCOE COLEMAN']",1,1932,['Political science'],['Political science'],['Social sciences'],,,
STUDIES IN THE WARING PROBLEM,"['MASON, RUTH GLIDDEN']",1,1932,['Mathematics'],['Mathematics'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,MATHEMATICS
THE FERTILITY CULT IN HOSEA,"['MAY, HERBERT GORDON']",0,1932,['Religion'],['Religion'],"['Philosophy, religion and theology']",,,
"GEOLOGY OF FORDSVILLE AND CANNELTON QUADRANGLES (INDIANA, KENTUCKY)","['MAYFIELD, SAMUEL MARTIN']",1,1932,['Geology'],['Geology'],['Earth sciences'],,DIVISION OF PHYSICAL SCIENCES,GEOLOGY
THE RELATION OF THE THEOLOGY OF JONATHAN EDWARDS TO CONTEMPORARY PENOLOGICAL THEORY AND PRACTI CE,"['MAYHEW, GEORGE NOEL']",97,1932,['Criminology'],['Criminology'],['Social sciences'],,THE GRADUATE DIVINITY SCHOOL,CHRISTIAN THEOLOGY AND ETHICS
THE THEOLOGICAL REACTIONS OF THE VICTORIAN POETS TO THE NATURAL SCIENCES AND EVOLUTIONISM,"['MCCRACKEN, ANDREW VANCE']",141,1932,['Theology'],['Theology'],"['Philosophy, religion and theology']",,,
THE RELATION BETWEEN FREQUENCY INDEX AND ABUNDANCE AS APPLIED TO PLANT POPULATIONS IN A SEMI-ARID REGION,"['MCGINNIES, WILLIAM GROVENOR']",1,1932,['Ecology'],['Ecology'],['Biological sciences'],,,
A STUDY OF NUMBER ABILITY IN CHILDREN OF AGES THREE TO SIX,"['MCLAUGHLIN, KATHERINE LOUISE']",1,1932,['Early childhood education'],['Early childhood education'],['Education'],,,
EMERGENT EVOLUTION AND THE SCIENTIFIC METHOD,"['MILLER, DAVID L.']",67,1932,['Philosophy'],['Philosophy'],"['Philosophy, religion and theology']",,DIVISION OF THE HUMANITIES,PHILOSOPHY
STUDIES OF BROMIDES AND CHLORIDES IN BLOOD AND CEREBROSPINAL FLUID,"['MISHKIS, MEYER SAMUEL']",1,1932,['Physiology'],['Physiology'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,MEDICINE
RESPIRATION OF SOYBEAN PLANTS IN RELATION TO LENGTH OF DAILY PERIOD OF ILLUMINATION,"['MITCHELL, JOHN WILLIAM']",1,1932,['Plant sciences'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
THE CRYSTAL STRUCTURE OF POTASSIUM PERMANGANATE,"['MOONEY, ROSE CAMILLE LE DIEU']",0,1932,['Chemistry'],['Chemistry'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,PHYSICS
"THE EARLIER LIFE OF ROBERT J. BRECKINRIDGE, 1800-1845 (KENTUCKY)","['MOORE, EDMUND ARTHUR']",134,1932,['American history'],['American history'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,HISTORY
NITROGEN COMPOUNDS OF GERMANIUM: EQUILIBRIUM IN THE SYSTEM GERMANIUM - AMMONIA: GE(3)N(4)H(2). THE DISSOCIATION OF GERMANIC-NITRIDE. GERMANOUS-IMIDE,"['MOREY, GLEN HENRY']",0,1932,['Chemistry'],['Chemistry'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,CHEMISTRY
THE CHANGE IN ATTITUDE TOWARDS SEX FREEDOM AS DISCLOSED BY AMERICAN JOURNALS OF OPINION DURING THE SAME YEARS 1911-1930,"['NEWLAND, HUBERT CHARLES']",62,1932,['Social structure'],['Social structure'],['Social sciences'],,DIVISION OF BIOLOGICAL SCIENCES,PSYCHOLOGY
CONJUGATE SYSTEMS CHARACTERIZED BY SPECIAL PROPERTIES OF THEIR RAY CONGRUENCES,"['OLSON, EMMA JULIA']",1,1932,['Mathematics'],['Mathematics'],['Pure sciences'],,,
"PRINCE KAUNITZ AND THE FIRST PARTITION OF POLAND (WENZEL ANTON VON KAUNITZ, AUSTRIA)","['PADOVER, SAUL K.']",144,1932,['European history'],['European history'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,HISTORY
"THE TOPOI OF ARISTOTLES'S ""RHETORIC"" AS EXEMPLIFIED IN THE ORATORS","['PALMER, GEORGIANA PAINE']",77,1932,['Rhetoric'],"['Composition', 'Rhetoric']","['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,GREEK
THE PRIMARY SETTLEMENT AS A UNIT OF URBAN GROWTH AND ORGANIZATION,"['PALMER, VIVIEN MARIE']",190,1932,['Geography'],['Geography'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,SOCIOLOGY
STUDIES IN POPULATION PHYSIOLOGY: II FACTORS REGULATING INITIAL GROWTH OF TRIBOLIUM CONFUSUM POPULATIONS,"['PARK, THOMAS']",1,1932,['Entomology'],['Entomology'],['Biological sciences'],,,
X-RAY DIFFRACTION FROM CALCITE FOR WAVELENGTHS 1.5 TO 5 ANGSTROMS,"['PARRATT, LYMAN GEORGE']",0,1932,['Physics'],['Physics'],['Pure sciences'],,,
THE GOVERNMENTS OF THE METROPOLITAN AREA OF CHICAGO (ILLINOIS),"['PARRATT, SPENCER D.']",1,1932,['Public administration'],['Public administration'],['Social sciences'],,,
STUDIES ON THE ECOLOGICAL RELATIONS OF BEES IN THE CHICAGO REGION (ILLINOIS),"['PEARSON, JAY FREDERICK WESLEY']",1,1932,['Ecology'],['Ecology'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,ZOOLOGY
THE ADMINISTRATION OF THE STATE DISTRIBUTIVE FUND IN ILLINOIS,"['PERRIN, HARRY AMBROSE']",0,1932,['Education'],['Education'],['Education'],,DIVISION OF SOCIAL SCIENCES,Education
THE IDEAL OF POVERTY IN FRANCIS OF ASSISI (SAINT),"['PETRY, RAY C.']",204,1932,['Religious history'],['Religious congregations'],['Social sciences'],,THE GRADUATE DIVINITY SCHOOL,CHURCH HISTORY
"EDITIONS E, B1-5, D, AND K OF THE ANNALS OF ASHURBANIPAL","['PIEPKORN, ARTHUR CARL']",1,1932,['Biblical studies'],['Biblical studies'],"['Philosophy, religion and theology']",,,
TEMPERATURE AS A PREDICTING FACTOR IN THE DEVELOPMENT OF OATS (AVENA SATIVA),"['PLITT, THORA MARGGRAFF']",1,1932,['Botany'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
THE MORBIHAN LITTORAL (FRANCE),"['POOLE, SIDMAN PARMELEE']",1,1932,['Geography'],['Geography'],['Social sciences'],,DIVISION OF PHYSICAL SCIENCES,GEOGRAPHY
JACOBI'S CONDITION FOR MULTIPLE INTEGRAL PROBLEMS OF THE CALCULES OF VARIATIONS,"['RAAB, ALBERT WILLIAM']",1,1932,['Mathematics'],['Mathematics'],['Pure sciences'],,,
"A STUDY OF EIGHTEENTH CENTURY AGRICULTURE IN THE COUNTY OF NORFOLK, ENGLAND","['RICHES, NAOMI']",222,1932,['European history'],['European history'],['Social sciences'],,,
The Klephts in modern Greek poetry: An inquiry into a Graeco-Turkish cultural conflict,"['Rombotis, Gabriel']",120,1932,"['European history', 'Modern literature', 'Cultural anthropology', 'Literature']","['European history', 'Literature', 'Cultural anthropology', 'Modern literature']","['Social sciences', 'Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,COMPARATIVE RELIGION
THE RESPIRATORY CATALYSTS OF THE ROUS SARCOMA,"['ROSBASH, DAVID OSCAR']",1,1932,['Biochemistry'],['Biochemistry'],['Pure sciences'],,,
EMBRYO ABORTION IN EARLY-RIPENING VARIETIES OF SWEET CHERRY (PRUNUS AVIUM L.),"['RUKEY, HAROLD BRADFORD']",1,1932,['Botany'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
A STUDY OF THE CONCOMITANTS OF DISPARITY BETWEEN SCHOLARSHIP AND ABILITY IN A SECONDARY SCHOOL,"['RYAN, HEBER HINDS']",1,1932,['Secondary education'],['Secondary education'],['Education'],,DIVISION OF SOCIAL SCIENCES,Education
DAS WERDEN DES GRIMMELSHAUSENBILDES IM 19 UND 20 HAHRHUNDERT,"['SALDITT, BARBARA']",58,1932,['German literature'],"['Germanic literature', 'German literature']","['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,GERMANICS
ROTATIONAL ANALYSIS OF ULTRAVIOLET BANDS OF SILICON-MONOXIDE,"['SAPER, PAUL GERSON']",0,1932,['Physics'],['Physics'],['Pure sciences'],,,
SPECIAL DISABILITY IN READING AND ARITHMETIC,"['SCARF, ROBERT COOK']",1,1932,['Special education'],['Special education'],['Education'],,,
APUNTES Y DOCUMENTOS NUEVOS PARA LA BIOGRAFIA DE JUAN RUIZ DE ALARCON Y MENDOZA,"['SCHONS, DOROTHY']",0,1932,"['Romance literature', 'Theater', 'Biographies']","['Romance literature', 'Theater', 'Biographies']","['Communication and the arts', 'Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,ROMANCE LANGUAGES
"NEW MATERIAL ON THE DRAMATIC TREATMENT OF PETER THE CRUEL OF CASTILE AND THE DIFFUSION OF THE LEGEND IN FRANCE, GERMANY AND ENGLAND","['SCHONS, EMILY']",118,1932,['Folklore'],['Folklore'],['Social sciences'],,DIVISION OF THE HUMANITIES,ROMANCE LANGUAGES
"POTENCIES OF THE END BUD AND OTHER CAUDAL LEVELS OF THE EARLY CHICK EMBRYO, WITH SPECIAL REFERENCE TO THE ORIGIN OF THE METANEPHROS","['SEEVERS, CHARLES HAMILTON']",0,1932,['Zoology'],['Zoology'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,ZOOLOGY
THE PREPARATION OF COLORED DERIVATIVES OF 5-PHENYL-5-ETHYLBARBITURIC ACID,"['SHROYER, JOHN HENRY']",1,1932,['Organic chemistry'],['Organic chemistry'],['Pure sciences'],,,
COUNTY GOVERNMENT IN TENNESSEE,"['SIMS, CARLTON C.']",0,1932,['Political science'],['Political science'],['Social sciences'],,,
THE RESPONSE OF GUINEA PIG MAMMARY GLANDS TO INJECTED SEX HORMONES AND OVARIAN GRAFTS AND ITS BEARING ON THE PROBLEM OF SEX HORMONE ANTAGONISM,"['SMELSER, GEORGE KEISER']",1,1932,['Physiology'],"['Anatomy & physiology', 'Animals']",['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,ZOOLOGY
"THE CIVIL WAR AND ITS AFTERMATH IN AMERICAN FICTION, 1861-1899, WITH A DICTIONARY CATALOGUE AND INDEXES","['SMITH, REBECCA WASHINGTON']",278,1932,['Library science'],['Library science'],['Communication and the arts'],,DIVISION OF THE HUMANITIES,ENGLISH
ABSORPTION OF SOFT X-RAYS IN GASES,"['SPENCER, RAYMOND GEORGE']",0,1932,['Nuclear physics'],"['Radiation', 'Nuclear physics']",['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,MATHEMATICS
THE USE OF PERSONAL NAMES IN ROMAN SATIRE,"['STANSFIELD, MARTHA']",1,1932,"['Classical literature', 'Classical Studies']","['Classical studies', 'Classical literature']","['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,LATIN
THE EXEMPTION OF PROPERTY FROM TAXATION IN THE UNITED STATES,"['STIMSON, CLAUDE WILLIAM']",1,1932,['Economics'],['Economics'],['Social sciences'],,,
THE MODERNIZING OF THE VEDANTA,"['STOFFER, BRYAN SEWALL']",252,1932,['Religion'],['Religion'],"['Philosophy, religion and theology']",,THE GRADUATE DIVINITY SCHOOL,Christian Theology
ADAM SMITH AND THE EIGHTEENTH CENTURY CONCEPT OF SOCIAL PROGRESS,"['STRONG, GORDON BARTLEY']",70,1932,['Economics'],['Economics'],['Social sciences'],,DIVISION OF THE HUMANITIES,PHILOSOPHY
GERMINATION OF SPORES AND DEVELOPMENT OF JUVENILE THALLUS OF RIELLA AMERICANA,"['STUDHALTER, RICHARD ARTHUR']",20,1932,['Botany'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
THE EARLY LIFE OF GEORGE POINDEXTER: A STORY OF THE FIRST SOUTHWEST (MISSISSIPPI),"['SWEARINGEN, MARK BUCKLEY']",229,1932,['American history'],['American history'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,HISTORY
THE STRUGGLE FOR AUTONOMY IN THE CHURCH OF ENGLAND,"['SWITZER, GERALD BREEN']",377,1932,['Religious history'],"['Religious congregations', 'Religious history']",['Social sciences'],,THE GRADUATE DIVINITY SCHOOL,Church History
THE EXTENSION PROGRAM OF THE UNIVERSITY OF CHICAGO (ILLINOIS),"['THOMPSON, CLEM OREN']",200,1932,['Higher education'],['Higher education'],['Education'],,,
THE PLANTATION,"['THOMPSON, EDGAR TRISTRAM']",199,1932,['Social structure'],['Social structure'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,SOCIOLOGY
SOME REACTIONS OF DICHLORODIFLOUROMETHANE AND OF CHLOROTRIFLUOROMETHANE,"['THORNTON, NANNIE VIRGINIA']",1,1932,['Organic chemistry'],['Organic chemistry'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,CHEMISTRY
"Economic aspects of unemployment insurance in Great Britain, 1911–1931","['Tolles, Newman Arnold']",0,1932,"['Public policy', 'Labor economics']","['Welfare', 'Labor economics']",['Social sciences'],,,
THE MEASUREMENT AND IMPROVEMENT OF SILENT READING AT THE JUNIOR-HIGH-SCHOOL LEVEL,"['TRAXLER, ARTHUR EDWIN']",0,1932,['Educational psychology'],['Educational psychology'],['Education'],,,
"The Photochemical Polymerization of Cyanogen: The Diffusion of Helium, Neon, Argon, Oxygen, and Nitrogen Through Quartz Glass","['Tsai, Liu Sheng']",30,1932,['Polymer chemistry'],"['Polymers', 'Polymer chemistry']",['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,CHEMISTRY
A precision comparison of calculated and observed grating constants of crystals,"['Tu, Yuching']",0,1932,['Optics'],['Optics'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,PHYSICS
"A STUDY OF THE ISAAC, HYACINTHUS, AND EXOTEICHO GOSPELS","['VOSS, DAVID OLE']",105,1932,"['Classical literature', 'Classical Studies']","['Classical studies', 'Classical literature']","['Language, literature and linguistics']",,,
"VOLUME, SHAPE AND ROUNDNESS OF ROCK PARTICLES","['WADDELL, HAKON']",126,1932,['Geology'],['Geology'],['Earth sciences'],,DIVISION OF PHYSICAL SCIENCES,GEOLOGY AND PALEONTOLOGY
"A RAY TRACK APPARATUS FOR THE STUDY OF ALPHA, BETA AND COSMIC RAYS","['WALLACE, DONALD ALBIN']",1,1932,['Particle physics'],['Particle physics'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,CHEMISTRY
"THE RELATIVE CUMULATIVE ACTION OF CERTAIN SQUILL GLUCOSIDES, OUABAIN, AND DIGITALIS","['WALLACE, EDWARD WILLIAM']",1,1932,['Pharmacology'],['Pharmacology'],['Health and environmental sciences'],,,
REFORM: A SOCIOLOGICAL STUDY,"['WEBSTER, EDWARD JEROME']",1,1932,['Social structure'],['Social structure'],['Social sciences'],,DIVISION OF SOCIAL SCIENCES,SOCIOLOGY
CALENDAR REFORM IN THE THIRTEENTH CENTURY,"['WELBORN, MARY CATHERINE']",39,1932,['Medieval history'],"['Middle Ages', 'Medieval history']",['Social sciences'],,,
EXPERIMENTAL EXPLORATIONS INTO GROUP BEHAVIOR OF FISHES: A STUDY OF THE INFLUENCE OF THE GROUP ON INDIVIDUAL BEHAVIOR,"['WELTY, JOEL CARL']",1,1932,['Zoology'],['Zoology'],['Biological sciences'],,,
Aristotle's Discrimination of Synonyms,"['Wente, Walter Hermann']",186,1932,['Ancient languages'],['Ancient languages'],"['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,GREEK
THE MECHANISM AND THE INSTRUMENTALITIES OF ROMAN INTERNATIONAL INTERCOURSE UNDER THE EMPIRE,"['WHITE, DORRANCE STINCHFIELD']",1,1932,['Ancient history'],"['Ancient civilizations', 'Ancient history']",['Social sciences'],,DIVISION OF THE HUMANITIES,LATIN
MARTIN VAN BUREN AND THE FREE SOIL MOVEMENT,"['WHITEHURST, ALTO LEE']",227,1932,['American history'],['American history'],['Social sciences'],,,
The Tendency to Word Repetition in Greek Drama,"['WHITESIDE, MABEL KATE']",1,1932,['Ancient languages'],['Ancient languages'],"['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,GREEK
ECOLOGICAL ASPECTS OF TRANSPIRATION,"['WHITFIELD, CHARLES J., JR.']",0,1932,['Botany'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
A Comparative Study of the Theodotionic and Septuagint Translations of Daniel,"['WIKGREN, ALLEN PAUL']",0,1932,"['Religion', 'Comparative religion']","['Religion', 'Comparative religion']","['Philosophy, religion and theology']",,,
THE PRINTING OF THE FIRST FOLIO OF SHAKESPEARE,"['WILLOUGHBY, EDWIN ELIOTT']",0,1932,['Library science'],['Library science'],['Communication and the arts'],,THE GRADUATE LIBRARY SCHOOL,
ETHICAL ASPECTS OF REWARD,"['WILSON, HUGH VAN RENSSELAER']",1,1932,['Philosophy'],['Philosophy'],"['Philosophy, religion and theology']",,DIVISION OF THE HUMANITIES,PHILOSOPHY
CHARACTERIZATION IN MALORY: A COMPARISON WITH HIS SOURCES (SIR THOMAS MALORY),"['WILSON, ROBERT HENRY']",133,1932,"['Medieval literature', 'Literature']","['Literature', 'Middle Ages', 'Medieval literature']","['Language, literature and linguistics']",,DIVISION OF THE HUMANITIES,ENGLISH
"ORGANIZATION, MANAGEMENT AND CONTROL OF CHAIN DRUG STORES","['WITTE, ERNEST FREDERIC']",1,1932,['Management'],['Management'],['Social sciences'],,,
THE EMISSION OF NEGATIVE IONS UNDER THE BOMBARDMENT OF POSITIVE IONS,"['WOODCOCK, KARL STANLEY']",1,1932,['Atomic physics'],['Atomic physics'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,PHYSICS
FLORAL DEVELOPMENT AND VASCULAR ANATOMY OF THE FRUIT OF RIBES AUREUM,"['YEN, TSU KIANG']",1,1932,['Botany'],['Botany'],['Biological sciences'],,DIVISION OF BIOLOGICAL SCIENCES,BOTANY
A MATHEMATICAL REFORMULATION OF THE GENERAL THEORY OF INTERNATIONAL TRADE,"['YNTEMA, THEODORE OTTE']",0,1932,['Economics'],['Economics'],['Social sciences'],,,
THE CRYSTAL STRUCTURE OF SODIUM NITRITE,"['ZIEGLER, GEORGE ELLIOTT']",0,1932,['Chemistry'],['Chemistry'],['Pure sciences'],,DIVISION OF PHYSICAL SCIENCES,PHYSICS